session_id,pid,session_index,first_session,no_started_or_resumed_job,log_duration_minutes,log_gap_days,log_jobs_started,log_jobs_resumed,log_tasks_completed,purchase_any,job_completion_ratio_capped,job_exit_ratio_capped,progression_gain,mode_diversity
p1643_s0033,p1643,33,0,0,2.3305244616832868,0.3823528433323281,0.6931471805599453,0.0,0.0,0,0.0,1.0,0.0,1
p1643_s0034,p1643,34,0,0,4.2775916165369985,0.14863948933125593,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,0.5,1.0,1.0,1
p1643_s0035,p1643,35,0,0,1.9878743481543455,0.5829524681146583,0.0,1.0986122886681098,0.0,0,0.0,1.0,0.0124968899999999,1
p1643_s0036,p1643,36,0,0,4.071871706370042,0.05795220878366713,0.0,1.0986122886681098,0.0,0,0.0,1.0,0.01299166,1
p1643_s0037,p1643,37,0,0,1.3173014896329391,0.04428266614923581,0.6931471805599453,0.0,0.0,0,0.0,1.0,0.0,1
p1643_s0038,p1643,38,0,0,2.6614243597621545,0.23366211086721775,1.0986122886681098,1.0986122886681098,1.0986122886681098,0,0.5,1.0,1.0,1
p1643_s0039,p1643,39,0,0,2.6100697927420065,0.48279759373904163,0.6931471805599453,0.0,0.0,0,0.0,1.0,0.0,1
p1643_s0040,p1643,40,0,0,2.2617630984737906,0.03488216639488061,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.06118741,1
p1643_s0041,p1643,41,0,0,2.9746788643561586,0.03720434760833624,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.0930872,1
p1643_s0042,p1643,42,0,0,2.6614243597621545,0.12756018604998673,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.0255818999999999,1
p1643_s0043,p1643,43,0,1,0.4274440148269396,0.04383965900957583,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1643_s0044,p1643,44,0,1,0.1961148789262904,0.720912078780685,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1643_s0045,p1643,45,0,0,0.659245628884264,0.001330133498601735,0.0,0.6931471805599453,0.0,0,0.0,1.0,2.35000000003982e-06,1
p1643_s0046,p1643,46,0,0,2.4495672833426916,0.4546373274451314,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.01419035,1
p1643_s0047,p1643,47,0,0,3.755369195382769,0.22737532545501413,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.1631280199999999,1
p1643_s0048,p1643,48,0,0,0.8034952377288107,0.13923845594364984,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.0,1
p1643_s0049,p1643,49,0,0,0.6763400622435641,0.4484625124854196,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.0,1
p1643_s0050,p1643,50,0,0,1.0589470322756782,0.38564812885714395,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.0,1
p1643_s0051,p1643,51,0,1,0.34830669426821576,0.035742448776956384,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1643_s0052,p1643,52,0,0,4.9253194485773735,0.4896658259303645,0.0,1.0986122886681098,0.6931471805599453,0,0.5,1.0,0.90698663,1
p1643_s0053,p1643,53,0,0,2.1162555148025524,0.664839389459032,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.0407612299999999,1
p1643_s0054,p1643,54,0,1,0.262364264467491,0.05419879156189372,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1643_s0055,p1643,55,0,0,3.5825925835959795,0.0016652793190611438,2.3978952727983707,0.6931471805599453,2.5649493574615367,1,0.9230769230769232,1.0,1.0,1
p1643_s0056,p1643,56,0,0,3.4248053954477227,0.181906733112186,2.0794415416798357,0.6931471805599453,2.1972245773362196,1,1.0,1.0,1.0,1
p1643_s0057,p1643,57,0,0,1.9600947840472698,0.018190035102804515,1.0986122886681098,0.0,0.6931471805599453,0,0.5,1.0,0.72199965,2
p1643_s0058,p1643,58,0,1,0.4382549309311553,4.83221796790265,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1644_s0001,p1644,1,1,0,4.0184829165292735,0.0,1.0986122886681098,0.0,1.0986122886681098,1,1.0,1.0,1.0,1
p1644_s0002,p1644,2,0,0,3.565298392342582,1.0938517468536528,0.6931471805599453,0.0,0.6931471805599453,0,1.0,1.0,0.0,1
p1644_s0003,p1644,3,0,0,4.773223770984341,0.4761910448708015,1.0986122886681098,0.0,2.3978952727983707,1,1.0,1.0,1.0,1
p1644_s0004,p1644,4,0,0,5.597310230145684,0.5476663702920097,1.6094379124341003,0.0,1.6094379124341003,1,1.0,1.0,1.0,1
p1644_s0005,p1644,5,0,0,3.521938999358284,0.02221665019468568,1.3862943611198906,0.0,1.0986122886681098,1,0.6666666666666666,1.0,1.0,1
p1644_s0006,p1644,6,0,0,3.8914801041968166,0.05044223789724568,0.0,0.6931471805599453,0.6931471805599453,0,1.0,1.0,0.88504941,1
p1644_s0007,p1644,7,0,0,3.7074558396868715,0.17184051029046693,1.0986122886681098,0.0,0.6931471805599453,0,0.5,1.0,1.0,1
p1644_s0008,p1644,8,0,0,4.038655656361512,1.0358129949380754,0.6931471805599453,0.6931471805599453,1.0986122886681098,1,1.0,1.0,1.0,1
p1644_s0009,p1644,9,0,0,5.30098048396752,0.4616062008115211,1.791759469228055,0.0,1.791759469228055,1,1.0,1.0,1.0,1
p1644_s0010,p1644,10,0,0,1.9901548508530706,2.4771587336590137,0.6931471805599453,0.0,0.0,0,0.0,1.0,0.0,1
p1645_s0001,p1645,1,1,0,2.976379545038176,0.0,1.0986122886681098,0.0,0.6931471805599453,1,0.5,1.0,1.0,1
p1646_s0001,p1646,1,1,1,2.2547944291576973,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1647_s0001,p1647,1,1,0,4.059292924163182,0.0,1.3862943611198906,0.0,1.3862943611198906,0,1.0,1.0,1.0,1
p1648_s0001,p1648,1,1,0,4.172590785388355,0.0,1.0986122886681098,0.0,1.0986122886681098,0,1.0,1.0,1.0,1
p1648_s0002,p1648,2,0,0,4.393213824064446,0.04713535657684711,1.3862943611198906,0.0,2.302585092994046,1,0.6666666666666666,1.0,1.0,1
p1648_s0003,p1648,3,0,0,6.070891680739304,0.16815924298145027,2.3978952727983707,0.6931471805599453,2.70805020110221,1,1.0,1.0,1.0,1
p1648_s0004,p1648,4,0,0,4.996198246298486,0.2652979910682435,1.3862943611198906,0.0,1.0986122886681098,1,0.6666666666666666,1.0,1.0,1
p1648_s0005,p1648,5,0,1,0.3123746850421524,4.83221796790265,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1649_s0001,p1649,1,1,0,4.063025878964673,0.0,1.0986122886681098,0.0,1.0986122886681098,1,1.0,1.0,1.0,1
p1649_s0002,p1649,2,0,0,3.607307800420125,2.0285365125508488,1.0986122886681098,0.0,0.6931471805599453,0,0.5,1.0,1.0,1
p165_s0001,p165,1,1,0,4.748981888020171,0.0,1.6094379124341003,0.0,1.3862943611198906,1,0.75,1.0,1.0,1
p165_s0002,p165,2,0,0,3.5577261838943812,0.23534656848578667,0.6931471805599453,0.6931471805599453,2.0794415416798357,0,0.5,1.0,1.0,1
p165_s0003,p165,3,0,0,3.336362520323868,0.12475456276446092,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.29142914,1
p165_s0004,p165,4,0,0,3.917010546939185,0.647454644338999,0.0,0.6931471805599453,0.6931471805599453,0,0.0,1.0,0.43351816,1
p165_s0005,p165,5,0,0,3.265759410767051,0.4446635631789786,0.6931471805599453,0.6931471805599453,1.3862943611198906,0,1.0,1.0,1.0,1
p165_s0006,p165,6,0,0,3.765840495250065,0.18835079803862645,0.6931471805599453,0.0,0.0,0,0.0,1.0,0.0,1
p165_s0007,p165,7,0,0,2.8134107167600364,0.2331855537996554,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.2409348299999999,1
p165_s0008,p165,8,0,0,4.293650690722455,0.5587556297456235,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0.5,1.0,1.0,1
p165_s0009,p165,9,0,0,3.8074029562980436,1.7246806873213436,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0.5,1.0,1.0,1
p165_s0010,p165,10,0,0,3.2939832973550063,0.312061289055291,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0.5,1.0,1.0,1
p165_s0011,p165,11,0,0,3.8593252164276968,0.6161111366111763,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.18649643,1
p165_s0012,p165,12,0,0,3.3117588190149143,1.048792080296357,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.25897134,1
p165_s0013,p165,13,0,0,4.681513752575425,0.3026562040035057,1.0986122886681098,0.6931471805599453,1.0986122886681098,0,0.6666666666666666,1.0,1.0,1
p165_s0014,p165,14,0,0,4.383067759182292,2.8146245630837456,1.0986122886681098,0.6931471805599453,1.0986122886681098,0,0.6666666666666666,1.0,1.0,1
p1650_s0001,p1650,1,1,0,4.359695814188868,0.0,1.0986122886681098,0.0,0.6931471805599453,0,0.5,1.0,1.0,1
p1650_s0002,p1650,2,0,0,5.709874988655359,1.29213947435564,1.791759469228055,0.6931471805599453,2.6390573296152584,1,0.8333333333333334,1.0,1.0,1
p1650_s0003,p1650,3,0,0,3.228826155721369,1.4039131194889587,0.0,0.6931471805599453,0.6931471805599453,0,1.0,1.0,0.0980844499999999,1
p1650_s0004,p1650,4,0,0,5.615497559788629,2.452710818469796,1.6094379124341003,0.0,1.3862943611198906,1,0.75,1.0,1.0,1
p1650_s0005,p1650,5,0,0,6.0650634611421745,1.4414574729108036,1.3862943611198906,0.6931471805599453,1.6094379124341003,0,1.0,1.0,1.0,1
p1650_s0006,p1650,6,0,0,5.7494460630559,1.5638834798565233,1.6094379124341003,0.0,1.3862943611198906,0,0.75,1.0,1.0,1
p1650_s0007,p1650,7,0,0,6.059162135633592,2.682794910948382,1.0986122886681098,0.6931471805599453,1.3862943611198906,1,1.0,1.0,1.0,1
p1650_s0008,p1650,8,0,0,6.3405976645004,2.8588427354378014,1.9459101490553132,0.0,1.791759469228055,0,0.8333333333333334,1.0,1.0,1
p1650_s0009,p1650,9,0,0,5.289024319636444,1.2974568227626329,0.0,0.6931471805599453,0.6931471805599453,0,1.0,0.0,0.4225421,1
p1650_s0010,p1650,10,0,0,4.305640428288596,3.8010883410537266,1.0986122886681098,0.0,1.0986122886681098,0,0.5,1.0,0.91813873,1
p1650_s0011,p1650,11,0,0,4.640537329825382,3.789429197792319,1.3862943611198906,0.0,1.3862943611198906,0,0.6666666666666666,1.0,0.983559856,2
p1651_s0001,p1651,1,1,0,2.740840023925201,0.0,1.0986122886681098,0.0,0.6931471805599453,0,0.5,1.0,1.0,1
p1652_s0001,p1652,1,1,0,5.007965065540377,0.0,1.791759469228055,0.0,1.791759469228055,1,0.8,1.0,1.0,1
p1652_s0002,p1652,2,0,0,3.71153747800652,1.1315738410697025,0.0,0.6931471805599453,1.791759469228055,1,0.0,1.0,0.3720163999999999,1
p1652_s0003,p1652,3,0,0,6.2401133888305536,0.6277070184984334,2.3978952727983707,0.6931471805599453,2.70805020110221,1,1.0,1.0,1.0,1
p1652_s0004,p1652,4,0,1,0.262364264467491,3.371862732537165,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1652_s0005,p1652,5,0,1,0.5500463369192718,4.83221796790265,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1653_s0001,p1653,1,1,0,3.784189633918261,0.0,2.3978952727983707,0.0,2.70805020110221,1,1.0,1.0,1.0,1
p1654_s0001,p1654,1,1,0,5.968366495862005,0.0,2.1972245773362196,0.6931471805599453,2.70805020110221,1,0.8888888888888888,1.0,1.0,1
p1654_s0002,p1654,2,0,0,5.782799014974425,0.4630422442853956,2.1972245773362196,1.0986122886681098,2.302585092994046,1,0.9,1.0,1.0,1
p1654_s0003,p1654,3,0,1,0.3942918075100391,1.3698285216610664,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1654_s0004,p1654,4,0,1,0.4274440148269396,2.437666210100953,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1654_s0005,p1654,5,0,1,0.4165149442947494,1.7134287404979933,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1654_s0006,p1654,6,0,1,0.6847789308894286,2.2349640479798785,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1654_s0007,p1654,7,0,1,0.34830669426821576,2.3743112626528844,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1654_s0008,p1654,8,0,1,0.34830669426821576,3.6646057352568144,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1654_s0009,p1654,9,0,1,0.37156355643248307,3.2567539348538705,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1654_s0010,p1654,10,0,1,0.5690945318899665,4.719379559764024,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1655_s0001,p1655,1,1,1,0.7654678421395714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1656_s0001,p1656,1,1,0,3.3956263366127,0.0,1.0986122886681098,0.0,0.6931471805599453,0,0.5,1.0,1.0,1
p1657_s0001,p1657,1,1,0,2.479335604738545,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1.0,1.0,0.0,1
p1657_s0002,p1657,2,0,0,4.062452484453551,1.6348145728532184,0.6931471805599453,0.0,0.6931471805599453,1,1.0,1.0,0.0,1
p1657_s0003,p1657,3,0,0,5.711971078561754,0.9403191673081361,2.0794415416798357,0.0,2.70805020110221,1,0.8571428571428571,1.0,1.0,2
p1657_s0004,p1657,4,0,0,5.10230248262208,3.3588084451086258,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0.5,1.0,1.0,1
p1657_s0005,p1657,5,0,0,4.3734482788990094,0.00033559183090992105,1.0986122886681098,0.6931471805599453,1.0986122886681098,1,0.6666666666666666,1.0,1.0,1
p1657_s0006,p1657,6,0,0,5.330623201299952,1.3271947260934058,1.6094379124341003,0.6931471805599453,1.6094379124341003,0,0.8,1.0,1.0,2
p1659_s0001,p1659,1,1,1,1.203972804325936,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1659_s0002,p1659,2,0,1,0.15415067982725825,0.00015045164454660894,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1659_s0003,p1659,3,0,0,4.720728526622364,0.0036968618813261384,1.0986122886681098,0.0,0.6931471805599453,0,0.5,1.0,1.0,1
p1659_s0004,p1659,4,0,0,6.285315055580139,1.5513108923916827,1.791759469228055,0.6931471805599453,2.6390573296152584,1,0.8333333333333334,1.0,1.0,1
p1659_s0005,p1659,5,0,1,0.1961148789262904,0.9297598005287715,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1659_s0006,p1659,6,0,0,4.6717378969267624,0.30919381843753635,1.3862943611198906,0.6931471805599453,1.3862943611198906,1,0.75,1.0,1.0,1
p1659_s0007,p1659,7,0,0,5.4996923593890985,0.6364298459008594,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0.5,1.0,1.0,1
p1659_s0008,p1659,8,0,0,6.3405976645004,0.3907352407297905,1.3862943611198906,0.6931471805599453,1.3862943611198906,0,0.75,1.0,1.0,1
p1659_s0009,p1659,9,0,0,5.9727488289120405,0.5563631493397911,1.791759469228055,0.6931471805599453,1.791759469228055,0,0.8333333333333334,1.0,1.0,2
p1659_s0010,p1659,10,0,0,6.275922678241284,0.5060154623555047,1.3862943611198906,0.0,0.6931471805599453,0,0.3333333333333333,1.0,1.0,2
p1659_s0011,p1659,11,0,0,5.556119960347089,0.588268801741891,1.0986122886681098,0.6931471805599453,1.0986122886681098,1,0.6666666666666666,1.0,1.0,1
p1659_s0012,p1659,12,0,0,3.2020687065518194,0.07477243388980251,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.06464676,1
p1659_s0013,p1659,13,0,0,5.993795162446264,0.45030863504579516,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0.5,1.0,1.0,1
p1659_s0014,p1659,14,0,0,4.517613205638559,0.011026942151624721,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0.5,1.0,1.0,1
p1659_s0015,p1659,15,0,0,6.305758121610903,0.4546005977135114,1.3862943611198906,1.0986122886681098,1.0986122886681098,1,0.4,1.0,1.0,1
p1659_s0016,p1659,16,0,0,5.780846391158914,0.5771919006232834,0.0,1.0986122886681098,0.6931471805599453,0,0.5,1.0,1.0,1
p1659_s0017,p1659,17,0,0,6.3405976645004,0.5004946649276254,1.6094379124341003,0.6931471805599453,1.6094379124341003,0,0.8,1.0,1.0,1
p1659_s0018,p1659,18,0,0,5.53661222162959,0.9514835790983928,1.0986122886681098,0.6931471805599453,0.0,0,0.0,1.0,0.26484865,2
p1659_s0019,p1659,19,0,0,6.3405976645004,1.0332009587602171,0.0,0.6931471805599453,0.6931471805599453,1,1.0,1.0,0.6873675,1
p1659_s0020,p1659,20,0,0,6.3405976645004,0.4515546860001771,0.6931471805599453,0.0,0.6931471805599453,0,1.0,1.0,0.0,1
p1659_s0021,p1659,21,0,0,6.3405976645004,0.9465819159844677,1.3862943611198906,0.0,1.0986122886681098,0,0.6666666666666666,1.0,1.0,1
p1659_s0022,p1659,22,0,0,3.4468078929142076,0.5394603206207464,0.0,0.6931471805599453,0.6931471805599453,0,1.0,1.0,0.64125592,1
p1659_s0023,p1659,23,0,0,4.988616880424251,1.4009834006990147,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.08106193,1
p1659_s0024,p1659,24,0,0,5.682161528553237,0.6165110866227569,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.18952956,1
p1659_s0025,p1659,25,0,0,5.390744606793964,1.7088662843346265,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,1.0,1.0,1.0,1
p1659_s0026,p1659,26,0,0,6.207113416659931,0.6561637775755412,0.6931471805599453,0.0,0.0,0,0.0,1.0,0.0,1
p1659_s0027,p1659,27,0,0,6.038348133006832,0.5782051574861298,0.0,0.6931471805599453,0.6931471805599453,1,1.0,0.0,0.55133396,1
p166_s0001,p166,1,1,0,3.9762489777274173,0.0,1.0986122886681098,0.0,0.6931471805599453,0,0.5,1.0,1.0,1
p1660_s0001,p1660,1,1,0,4.54824703858847,0.0,1.0986122886681098,0.0,1.0986122886681098,1,1.0,1.0,1.0,1
p1660_s0002,p1660,2,0,0,2.917770732084279,0.681493895874028,0.6931471805599453,0.0,0.0,1,0.0,1.0,0.0,1
p1660_s0003,p1660,3,0,0,1.957744606702316,0.050354196165407934,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.1363877799999999,1
p1660_s0004,p1660,4,0,0,2.295896104843249,0.6947257950033596,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.1644381999999999,1
p1660_s0005,p1660,5,0,0,2.4423470353692043,0.2712015250990826,0.0,0.6931471805599453,0.6931471805599453,1,1.0,1.0,0.2457411,1
p1660_s0006,p1660,6,0,0,2.653241964607215,2.8764011652512425,0.6931471805599453,0.0,1.9459101490553132,0,0.0,1.0,0.1104851323,1
p1660_s0007,p1660,7,0,1,0.23638877806423034,4.791706228975373,0.0,0.0,0.0,0,0.0,0.0,0.0,1
p1661_s0001,p1661,1,1,0,2.589016383544174,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1.0,1.0,0.0,1
p1662_s0001,p1662,1,1,0,5.155024196721561,0.0,1.0986122886681098,0.0,0.6931471805599453,0,0.5,1.0,0.55264056,2
p1662_s0002,p1662,2,0,0,5.172659656871624,1.8116377412060714,1.791759469228055,0.0,1.0986122886681098,0,0.4,1.0,1.0,2
p1662_s0003,p1662,3,0,0,5.173698519882371,1.064774591914068,0.6931471805599453,1.0986122886681098,2.0794415416798357,0,0.5,1.0,1.0,1
p1662_s0004,p1662,4,0,0,5.223683615171,0.4863479186369119,0.6931471805599453,0.6931471805599453,1.6094379124341003,0,0.5,1.0,1.0,1
p1662_s0005,p1662,5,0,0,4.579510439207514,0.1197666636726469,1.0986122886681098,0.0,0.0,0,0.0,1.0,0.48503885,2
p1662_s0006,p1662,6,0,0,5.664406193847344,0.46035070786568905,1.791759469228055,1.0986122886681098,1.791759469228055,1,0.5555555555555556,1.0,1.0,2
p1662_s0007,p1662,7,0,0,5.827375758575087,0.12405959309031073,1.791759469228055,1.0986122886681098,2.0794415416798357,1,0.7777777777777778,1.0,1.0,1
p1662_s0008,p1662,8,0,0,5.487697287709437,0.2759292500307334,1.791759469228055,0.0,1.0986122886681098,1,0.6,1.0,1.0,1
p1662_s0009,p1662,9,0,0,1.104152469043725,0.2803549472896748,0.0,1.0986122886681098,0.0,0,0.0,1.0,0.08444475,1
p1662_s0010,p1662,10,0,0,5.337457948285754,0.00024302602233933476,1.0986122886681098,0.6931471805599453,1.0986122886681098,0,0.6666666666666666,1.0,1.0,1
p1662_s0011,p1662,11,0,0,3.7577056450437887,0.3709088082875009,0.0,0.6931471805599453,0.0,1,0.0,1.0,0.4279889699999999,1
p1662_s0012,p1662,12,0,0,4.954064942607862,0.3522124555354049,0.6931471805599453,1.0986122886681098,1.0986122886681098,0,0.4,1.0,1.0,1
p1662_s0013,p1662,13,0,0,4.139955073474153,0.3552677042412509,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.262833,1
p1662_s0014,p1662,14,0,0,4.524863554600866,0.20611041875796934,1.3862943611198906,0.6931471805599453,1.3862943611198906,0,0.75,1.0,1.0,1
p1662_s0015,p1662,15,0,0,5.067540589484679,0.11439252068845163,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0.5,1.0,1.0,1
p1662_s0016,p1662,16,0,0,5.078709224968065,0.4688020975103122,1.0986122886681098,0.6931471805599453,0.6931471805599453,0,0.3333333333333333,1.0,1.0,1
p1662_s0017,p1662,17,0,0,3.9737450640561427,0.5547826987817184,1.0986122886681098,1.0986122886681098,1.0986122886681098,0,0.4,1.0,1.0,1
p1662_s0018,p1662,18,0,0,5.232622621685802,0.08582722708671546,0.6931471805599453,1.0986122886681098,0.6931471805599453,0,0.3333333333333333,1.0,1.0,1
p1662_s0019,p1662,19,0,0,4.793308128103486,0.15306874554103428,0.0,1.0986122886681098,0.6931471805599453,0,0.5,1.0,0.77140382,1
p1662_s0020,p1662,20,0,0,5.288098666353704,0.4788403383270987,1.0986122886681098,0.6931471805599453,1.0986122886681098,0,0.6666666666666666,1.0,1.0,1
p1662_s0021,p1662,21,0,0,4.2842759793301965,0.6670455897146257,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.10339552,1
p1662_s0022,p1662,22,0,0,3.4291367503513968,0.17676021064221958,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.0781921799999999,1
p1662_s0023,p1662,23,0,0,4.2710950739666,0.9247226755038227,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.09985014,1
p1662_s0024,p1662,24,0,0,3.9908341858524357,0.11885242250612534,0.0,0.6931471805599453,0.0,1,0.0,1.0,0.1041491699999999,1
p1662_s0025,p1662,25,0,0,4.105669085953333,1.665301764410478,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.1258991,1
p1662_s0026,p1662,26,0,0,4.679194821336065,1.3521323588632346,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0.5,0.5,0.87533319,2
p1662_s0027,p1662,27,0,0,3.589979505459054,0.4251315605556282,0.6931471805599453,0.0,0.0,0,0.0,1.0,0.0,1
p1662_s0028,p1662,28,0,0,4.717158687936139,0.35822466842111733,0.6931471805599453,0.0,0.0,0,0.0,1.0,0.0,1
p1662_s0029,p1662,29,0,0,4.114963849424837,0.5177529631385076,0.6931471805599453,0.0,0.0,0,0.0,1.0,0.0,1
p1662_s0030,p1662,30,0,0,4.969350229412598,0.627904708003,1.791759469228055,0.0,1.3862943611198906,0,0.6,1.0,0.40149957,1
p1663_s0001,p1663,1,1,0,4.672984585571948,0.0,1.6094379124341003,0.0,1.6094379124341003,1,1.0,1.0,1.0,1
p1663_s0002,p1663,2,0,0,4.766863774986079,1.2841340947118545,0.6931471805599453,0.0,2.1972245773362196,0,0.0,1.0,0.9331517123,1
p1663_s0003,p1663,3,0,0,5.463619918172396,2.3245402222562266,1.791759469228055,0.6931471805599453,1.791759469228055,1,0.8333333333333334,1.0,1.0,1
p1663_s0004,p1663,4,0,0,4.057565310718804,1.9216144071061314,1.0986122886681098,0.6931471805599453,1.0986122886681098,0,0.6666666666666666,1.0,1.0,1
p1663_s0005,p1663,5,0,0,4.1176812424013365,0.0028547177095477796,0.0,0.6931471805599453,0.0,1,0.0,1.0,0.41723587,1
p1663_s0006,p1663,6,0,0,4.365431358324186,0.004238689236111635,1.3862943611198906,0.6931471805599453,1.3862943611198906,0,0.75,1.0,1.0,1
p1663_s0007,p1663,7,0,0,4.4238481295272205,0.0005091296307704342,1.0986122886681098,0.6931471805599453,1.3862943611198906,0,1.0,1.0,1.0,1
p1663_s0008,p1663,8,0,0,2.505525936990736,1.7626337714856846,0.6931471805599453,0.0,0.0,1,0.0,1.0,0.0,1
p1663_s0009,p1663,9,0,0,4.1127846058492254,0.00030088065680099397,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0.5,1.0,1.0,1
p1663_s0010,p1663,10,0,0,4.036597740009777,0.0004281490718446552,1.0986122886681098,0.6931471805599453,1.0986122886681098,0,0.6666666666666666,1.0,1.0,1
p1663_s0011,p1663,11,0,0,1.5926307941177191,1.5920350423048961,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.00305331,1
p1663_s0012,p1663,12,0,0,1.2622417124499117,0.00030088065680099397,0.0,0.6931471805599453,0.0,0,0.0,1.0,1.2400000000065137e-07,1
p1663_s0013,p1663,13,0,0,3.599592763287171,0.6658687623762687,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.21066079,1
p1663_s0014,p1663,14,0,0,0.9994056385846616,0.0005901036323763014,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.00800295,1
p1663_s0015,p1663,15,0,0,3.8426729272933526,4.83221796790265,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.25160024,1
p1663_s0016,p1663,16,0,0,4.1751562049585145,0.00839062596337535,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.49780055,1
p1663_s0017,p1663,17,0,0,3.96176509732296,3.043616493970576,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0.5,1.0,1.0,1
p1663_s0018,p1663,18,0,0,3.910688782415009,0.0006710710777241152,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0.5,1.0,1.0,1
p1663_s0019,p1663,19,0,0,3.0872473823897644,0.4845743317880093,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.334573876,1
p1663_s0020,p1663,20,0,0,4.116323468940876,0.014820191981254272,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0.5,1.0,1.0,1
p1663_s0021,p1663,21,0,0,3.9249392306946924,0.10764956046129771,0.0,0.6931471805599453,0.0,1,0.0,1.0,0.7493575499999999,1
p1663_s0022,p1663,22,0,0,4.511225739811549,0.019564309140315147,1.3862943611198906,0.6931471805599453,1.3862943611198906,0,0.75,1.0,1.0,1
p1663_s0023,p1663,23,0,0,0.832909122935104,0.0011451773673567148,0.0,0.6931471805599453,0.0,1,0.0,1.0,0.007489465,1
p1663_s0024,p1663,24,0,0,3.120159851929043,1.3496922072864217,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.732756985,1
p1663_s0025,p1663,25,0,0,3.829727762701316,0.011999476710346733,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0.5,1.0,1.0,1
p1663_s0026,p1663,26,0,0,1.6518586283180525,0.0005438335771910019,0.0,0.6931471805599453,0.0,0,0.0,1.0,0.0622658,1
p1663_s0027,p1663,27,0,0,4.119579033400642,0.03101854176885939,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0.5,1.0,1.0,1
p1664_s0001,p1664,1,1,0,3.133317936506554,0.0,1.0986122886681098,0.0,0.6931471805599453,0,0.5,1.0,1.0,1
