pid,transition_index_from_prev,from_session_id,to_session_id,from_state,to_state,transition_gap_days,is_update_window_2023_01_31_to_2023_02_07,is_minimal_cluster_purchase_anomaly
p3182,68,p3182_s0069,p3182_s0070,2,2,1.1308449074074074,False,False
p3182,69,p3182_s0070,p3182_s0071,2,2,0.7318865740740741,False,False
p3182,70,p3182_s0071,p3182_s0072,2,2,0.1466550925925926,False,False
p3182,71,p3182_s0072,p3182_s0073,2,2,0.09577546296296297,False,False
p3182,72,p3182_s0073,p3182_s0074,2,2,0.7584953703703704,False,False
p3182,73,p3182_s0074,p3182_s0075,2,2,0.17034722222222223,False,False
p3182,74,p3182_s0075,p3182_s0076,2,1,0.04363425925925926,False,False
p3182,75,p3182_s0076,p3182_s0077,1,2,61.16905092592592,False,False
p3182,76,p3182_s0077,p3182_s0078,2,2,1.5687037037037037,False,False
p3182,77,p3182_s0078,p3182_s0079,2,1,3.1775810185185187,False,False
p3182,78,p3182_s0079,p3182_s0080,1,2,0.8079976851851852,False,False
p3182,79,p3182_s0080,p3182_s0081,2,1,7.254247685185185,False,False
p3182,80,p3182_s0081,p3182_s0082,1,2,5.906689814814815,False,False
p3182,81,p3182_s0082,p3182_s0083,2,2,0.06822916666666666,False,False
p3182,82,p3182_s0083,p3182_s0084,2,2,0.614537037037037,False,False
p3182,83,p3182_s0084,p3182_s0085,2,2,0.3588310185185185,False,False
p3182,84,p3182_s0085,p3182_s0086,2,2,0.5852083333333333,False,False
p3182,85,p3182_s0086,p3182_s0087,2,2,0.0004398148148148148,False,False
p3182,86,p3182_s0087,p3182_s0088,2,2,5.359039351851852,False,False
p3182,87,p3182_s0088,p3182_s0089,2,2,4.630613425925926,False,False
p3182,88,p3182_s0089,p3182_s0090,2,1,0.1815277777777778,False,False
p3182,89,p3182_s0090,p3182_s0091,1,2,2.1582060185185186,False,False
p3182,90,p3182_s0091,p3182_s0092,2,2,3.8483680555555555,False,False
p3182,91,p3182_s0092,p3182_s0093,2,1,0.6452546296296297,False,False
p3182,92,p3182_s0093,p3182_s0094,1,2,1.200787037037037,False,False
p3182,93,p3182_s0094,p3182_s0095,2,2,0.040636574074074075,False,False
p3182,94,p3182_s0095,p3182_s0096,2,2,1.2003240740740742,False,False
p3182,95,p3182_s0096,p3182_s0097,2,1,0.7600347222222222,False,False
p3182,96,p3182_s0097,p3182_s0098,1,2,0.03333333333333333,False,False
p3182,97,p3182_s0098,p3182_s0099,2,2,0.6815625,False,False
p3182,98,p3182_s0099,p3182_s0100,2,2,1.9343402777777778,False,False
p3182,99,p3182_s0100,p3182_s0101,2,1,26.226087962962964,False,False
p3182,100,p3182_s0101,p3182_s0102,1,1,0.5565393518518519,False,False
p3182,101,p3182_s0102,p3182_s0103,1,2,3.9463310185185185,False,False
p3182,102,p3182_s0103,p3182_s0104,2,2,0.7136111111111111,False,False
p3182,103,p3182_s0104,p3182_s0105,2,1,0.8876851851851851,False,False
p3182,104,p3182_s0105,p3182_s0106,1,2,0.08540509259259259,False,False
p3182,105,p3182_s0106,p3182_s0107,2,2,0.9610300925925926,False,False
p3182,106,p3182_s0107,p3182_s0108,2,2,0.08979166666666667,False,False
p3182,107,p3182_s0108,p3182_s0109,2,2,0.1392824074074074,False,False
p3182,108,p3182_s0109,p3182_s0110,2,2,0.5472569444444444,False,False
p3182,109,p3182_s0110,p3182_s0111,2,1,0.25126157407407407,False,False
p3182,110,p3182_s0111,p3182_s0112,1,4,3.6408796296296297,False,False
p3184,0,p3184_s0001,p3184_s0002,0,1,14.419664351851852,False,False
p3185,0,p3185_s0001,p3185_s0002,0,1,9.982025462962962,True,False
p3186,0,p3186_s0001,p3186_s0002,0,1,0.07763888888888888,False,False
p3186,1,p3186_s0002,p3186_s0003,1,4,168.6042824074074,False,False
p3187,0,p3187_s0001,p3187_s0002,0,2,0.33265046296296297,True,False
p3187,1,p3187_s0002,p3187_s0003,2,1,0.53375,True,False
p3187,2,p3187_s0003,p3187_s0004,1,2,0.01457175925925926,True,False
p3187,3,p3187_s0004,p3187_s0005,2,2,0.4250462962962963,True,False
p3187,4,p3187_s0005,p3187_s0006,2,2,3.0108564814814813,True,False
p3187,5,p3187_s0006,p3187_s0007,2,2,2.5225810185185185,True,False
p3187,6,p3187_s0007,p3187_s0008,2,2,0.018217592592592594,False,False
p3187,7,p3187_s0008,p3187_s0009,2,2,0.017569444444444443,False,False
p3187,8,p3187_s0009,p3187_s0010,2,2,0.3073148148148148,False,False
p3187,9,p3187_s0010,p3187_s0011,2,1,0.03295138888888889,False,False
p3187,10,p3187_s0011,p3187_s0012,1,2,0.08935185185185185,False,False
p3187,11,p3187_s0012,p3187_s0013,2,1,3.4746527777777776,False,False
p3187,12,p3187_s0013,p3187_s0014,1,1,0.012222222222222223,False,False
p3187,13,p3187_s0014,p3187_s0015,1,1,0.9167708333333333,False,False
p3187,14,p3187_s0015,p3187_s0016,1,2,0.30399305555555556,False,False
p3187,15,p3187_s0016,p3187_s0017,2,2,4.264907407407407,False,False
p3187,16,p3187_s0017,p3187_s0018,2,2,0.8729398148148149,False,False
p3187,17,p3187_s0018,p3187_s0019,2,1,2.939236111111111,False,False
p3187,18,p3187_s0019,p3187_s0020,1,1,5.549097222222223,False,False
p3187,19,p3187_s0020,p3187_s0021,1,1,0.3220949074074074,False,False
p319,0,p319_s0001,p319_s0002,0,1,0.05938657407407407,False,False
p319,1,p319_s0002,p319_s0003,1,1,3.4264930555555555,False,False
p319,2,p319_s0003,p319_s0004,1,2,0.36391203703703706,False,False
p319,3,p319_s0004,p319_s0005,2,2,2.0034722222222223,False,False
p319,4,p319_s0005,p319_s0006,2,1,0.5862268518518519,False,False
p319,5,p319_s0006,p319_s0007,1,1,0.23482638888888888,False,False
p319,6,p319_s0007,p319_s0008,1,2,0.4770023148148148,False,False
p319,7,p319_s0008,p319_s0009,2,2,1.5104282407407408,False,False
p319,8,p319_s0009,p319_s0010,2,2,0.13621527777777778,False,False
p319,9,p319_s0010,p319_s0011,2,1,0.8734606481481482,False,False
p319,10,p319_s0011,p319_s0012,1,2,0.5817708333333333,False,False
p319,11,p319_s0012,p319_s0013,2,1,0.23368055555555556,False,False
p319,12,p319_s0013,p319_s0014,1,2,0.9100578703703703,False,False
p319,13,p319_s0014,p319_s0015,2,2,0.027175925925925926,False,False
p319,14,p319_s0015,p319_s0016,2,1,0.06377314814814815,False,False
p319,15,p319_s0016,p319_s0017,1,1,3.8297453703703703,False,False
p319,16,p319_s0017,p319_s0018,1,1,1.2648032407407408,False,False
p319,17,p319_s0018,p319_s0019,1,1,0.8753935185185185,False,False
p319,18,p319_s0019,p319_s0020,1,1,3.839421296296296,False,False
p319,19,p319_s0020,p319_s0021,1,1,1.1293055555555556,False,False
p319,20,p319_s0021,p319_s0022,1,1,0.31730324074074073,False,False
p319,21,p319_s0022,p319_s0023,1,1,0.29475694444444445,False,False
p319,22,p319_s0023,p319_s0024,1,2,1.4509027777777779,False,False
p319,23,p319_s0024,p319_s0025,2,1,1.2146875,False,False
p319,24,p319_s0025,p319_s0026,1,4,0.887175925925926,False,False
p319,25,p319_s0026,p319_s0027,4,1,0.008125,False,False
p319,26,p319_s0027,p319_s0028,1,1,0.6972222222222222,False,False
p319,27,p319_s0028,p319_s0029,1,2,0.2740625,False,False
p319,28,p319_s0029,p319_s0030,2,2,0.0002199074074074074,False,False
p319,29,p319_s0030,p319_s0031,2,1,0.9383449074074074,False,False
p319,30,p319_s0031,p319_s0032,1,1,0.00030092592592592595,False,False
p319,31,p319_s0032,p319_s0033,1,4,0.015983796296296298,False,False
p319,32,p319_s0033,p319_s0034,4,4,0.0010185185185185184,False,False
p3190,0,p3190_s0001,p3190_s0002,0,1,165.0001736111111,False,False
p3191,0,p3191_s0001,p3191_s0002,0,2,1.267662037037037,True,False
p3191,1,p3191_s0002,p3191_s0003,2,2,0.20532407407407408,True,False
p3191,2,p3191_s0003,p3191_s0004,2,1,0.1515625,True,False
p3191,3,p3191_s0004,p3191_s0005,1,2,0.4425925925925926,True,False
p3191,4,p3191_s0005,p3191_s0006,2,1,1.3116203703703704,True,False
p3191,5,p3191_s0006,p3191_s0007,1,2,1.792372685185185,True,False
p3191,6,p3191_s0007,p3191_s0008,2,2,3.8751736111111112,True,False
p3191,7,p3191_s0008,p3191_s0009,2,1,0.09490740740740741,False,False
p3191,8,p3191_s0009,p3191_s0010,1,1,0.7300578703703704,False,False
p3192,0,p3192_s0001,p3192_s0002,0,1,0.17552083333333332,False,False
p3193,0,p3193_s0001,p3193_s0002,3,3,5.9084375,False,False
p3193,1,p3193_s0002,p3193_s0003,3,3,0.5269444444444444,False,False
p3194,0,p3194_s0001,p3194_s0002,0,1,0.11810185185185185,False,False
p3196,0,p3196_s0001,p3196_s0002,0,1,1.9000810185185186,False,False
p3196,1,p3196_s0002,p3196_s0003,1,1,0.9898958333333333,False,False
p3196,2,p3196_s0003,p3196_s0004,1,2,5.096388888888889,False,False
p3196,3,p3196_s0004,p3196_s0005,2,4,72.89122685185185,False,False
p3197,0,p3197_s0001,p3197_s0002,3,1,6.285902777777777,False,False
p3198,0,p3198_s0001,p3198_s0002,0,1,15.93744212962963,False,False
p3198,1,p3198_s0002,p3198_s0003,1,2,4.953159722222222,False,False
p3199,0,p3199_s0001,p3199_s0002,0,2,0.5229861111111112,True,False
p3199,1,p3199_s0002,p3199_s0003,2,2,3.873125,True,False
p3199,2,p3199_s0003,p3199_s0004,2,1,0.04797453703703704,True,False
p3199,3,p3199_s0004,p3199_s0005,1,2,0.0019675925925925924,True,False
p3199,4,p3199_s0005,p3199_s0006,2,1,0.14372685185185186,True,False
p3199,5,p3199_s0006,p3199_s0007,1,1,0.07074074074074074,True,False
p32,0,p32_s0001,p32_s0002,0,1,5.271956018518519,False,False
p32,1,p32_s0002,p32_s0003,1,2,2.560046296296296,False,False
p32,2,p32_s0003,p32_s0004,2,1,2.259548611111111,False,False
p32,3,p32_s0004,p32_s0005,1,1,2.923761574074074,False,False
p320,0,p320_s0001,p320_s0002,0,1,12.821157407407407,False,False
p320,1,p320_s0002,p320_s0003,1,1,0.5532986111111111,False,False
p320,2,p320_s0003,p320_s0004,1,1,44.30047453703704,False,False
p320,3,p320_s0004,p320_s0005,1,1,1.0463888888888888,False,False
p320,4,p320_s0005,p320_s0006,1,2,0.8966203703703703,False,False
p320,5,p320_s0006,p320_s0007,2,1,0.00042824074074074075,False,False
p320,6,p320_s0007,p320_s0008,1,1,0.6558449074074074,False,False
p320,7,p320_s0008,p320_s0009,1,2,1.0320023148148147,False,False
p320,8,p320_s0009,p320_s0010,2,1,91.88240740740741,False,False
p3200,0,p3200_s0001,p3200_s0002,0,1,0.2216898148148148,False,False
p3200,1,p3200_s0002,p3200_s0003,1,1,0.40314814814814814,False,False
p3200,2,p3200_s0003,p3200_s0004,1,2,0.9423958333333333,False,False
p3200,3,p3200_s0004,p3200_s0005,2,2,0.0018865740740740742,False,False
p3200,4,p3200_s0005,p3200_s0006,2,1,0.0035069444444444445,False,False
p3200,5,p3200_s0006,p3200_s0007,1,1,0.4470486111111111,False,False
p3200,6,p3200_s0007,p3200_s0008,1,2,0.35314814814814816,False,False
p3200,7,p3200_s0008,p3200_s0009,2,1,0.03582175925925926,False,False
p3200,8,p3200_s0009,p3200_s0010,1,2,0.8619097222222222,False,False
p3200,9,p3200_s0010,p3200_s0011,2,1,0.8916782407407408,False,False
p3200,10,p3200_s0011,p3200_s0012,1,2,0.4996990740740741,False,False
p3200,11,p3200_s0012,p3200_s0013,2,2,0.005381944444444444,False,False
p3200,12,p3200_s0013,p3200_s0014,2,3,0.001863425925925926,False,False
p3200,13,p3200_s0014,p3200_s0015,3,2,1.8747222222222222,False,False
p3200,14,p3200_s0015,p3200_s0016,2,1,0.7071180555555555,False,False
p3200,15,p3200_s0016,p3200_s0017,1,1,0.7434606481481482,False,False
p3200,16,p3200_s0017,p3200_s0018,1,1,0.9545023148148148,False,False
p3200,17,p3200_s0018,p3200_s0019,1,2,1.365324074074074,False,False
p3200,18,p3200_s0019,p3200_s0020,2,2,0.001851851851851852,False,False
p3200,19,p3200_s0020,p3200_s0021,2,1,0.0033449074074074076,False,False
p3200,20,p3200_s0021,p3200_s0022,1,2,0.6514930555555556,False,False
p3200,21,p3200_s0022,p3200_s0023,2,1,0.8468518518518519,False,False
p3200,22,p3200_s0023,p3200_s0024,1,2,0.2749537037037037,False,False
p3200,23,p3200_s0024,p3200_s0025,2,2,0.001712962962962963,False,False
p3200,24,p3200_s0025,p3200_s0026,2,1,0.0038541666666666668,False,False
p3200,25,p3200_s0026,p3200_s0027,1,2,1.9371064814814816,False,False
p3200,26,p3200_s0027,p3200_s0028,2,1,0.012349537037037037,False,False
p3200,27,p3200_s0028,p3200_s0029,1,2,0.534050925925926,False,False
p3200,28,p3200_s0029,p3200_s0030,2,2,0.0006018518518518519,False,False
p3200,29,p3200_s0030,p3200_s0031,2,1,0.2664930555555556,False,False
p3200,30,p3200_s0031,p3200_s0032,1,1,1.9017592592592591,False,False
p3200,31,p3200_s0032,p3200_s0033,1,2,27.5590625,False,False
p3200,32,p3200_s0033,p3200_s0034,2,4,79.4327199074074,False,False
p3200,33,p3200_s0034,p3200_s0035,4,4,0.001574074074074074,True,False
p3200,34,p3200_s0035,p3200_s0036,4,4,0.0016666666666666668,True,False
p3200,35,p3200_s0036,p3200_s0037,4,4,0.0007175925925925926,True,False
p3204,0,p3204_s0001,p3204_s0002,0,2,0.5384722222222222,False,False
p3204,1,p3204_s0002,p3204_s0003,2,1,0.009224537037037036,False,False
p3204,2,p3204_s0003,p3204_s0004,1,2,0.10101851851851852,False,False
p3204,3,p3204_s0004,p3204_s0005,2,1,0.7228125,False,False
p3204,4,p3204_s0005,p3204_s0006,1,1,0.9074884259259259,False,False
p3204,5,p3204_s0006,p3204_s0007,1,2,0.4975347222222222,False,False
p3204,6,p3204_s0007,p3204_s0008,2,1,0.003703703703703704,False,False
p3204,7,p3204_s0008,p3204_s0009,1,1,0.55,False,False
p3204,8,p3204_s0009,p3204_s0010,1,1,0.9303703703703704,False,False
p3204,9,p3204_s0010,p3204_s0011,1,4,0.015868055555555555,False,False
p3204,10,p3204_s0011,p3204_s0012,4,1,1.9289814814814814,False,False
p3204,11,p3204_s0012,p3204_s0013,1,1,0.12498842592592592,False,False
p3204,12,p3204_s0013,p3204_s0014,1,2,0.5914583333333333,False,False
p3204,13,p3204_s0014,p3204_s0015,2,3,0.308912037037037,False,False
p3204,14,p3204_s0015,p3204_s0016,3,2,0.6948842592592592,False,False
p3204,15,p3204_s0016,p3204_s0017,2,2,2.8987037037037036,False,False
p3204,16,p3204_s0017,p3204_s0018,2,2,0.13333333333333333,False,False
p3204,17,p3204_s0018,p3204_s0019,2,1,0.16328703703703704,False,False
p3204,18,p3204_s0019,p3204_s0020,1,1,1.0311805555555555,False,False
p3204,19,p3204_s0020,p3204_s0021,1,4,0.0036226851851851854,False,False
p3204,20,p3204_s0021,p3204_s0022,4,4,0.0030092592592592593,False,False
p3205,0,p3205_s0001,p3205_s0002,2,1,0.025925925925925925,False,False
p3206,0,p3206_s0001,p3206_s0002,1,2,0.9694675925925926,True,False
p3206,1,p3206_s0002,p3206_s0003,2,2,0.10104166666666667,True,False
p3206,2,p3206_s0003,p3206_s0004,2,2,9.975775462962963,True,False
p3207,0,p3207_s0001,p3207_s0002,0,1,0.8274074074074074,False,False
p3207,1,p3207_s0002,p3207_s0003,1,2,8.790405092592593,False,False
p3207,2,p3207_s0003,p3207_s0004,2,2,0.05571759259259259,False,False
p3208,0,p3208_s0001,p3208_s0002,0,1,0.3738078703703704,False,False
p3208,1,p3208_s0002,p3208_s0003,1,2,4.3744907407407405,False,False
p3208,2,p3208_s0003,p3208_s0004,2,1,7.626990740740741,False,False
p3208,3,p3208_s0004,p3208_s0005,1,2,12.955497685185184,False,False
p3208,4,p3208_s0005,p3208_s0006,2,2,8.846782407407407,False,False
p3208,5,p3208_s0006,p3208_s0007,2,1,5.158611111111111,False,False
p3208,6,p3208_s0007,p3208_s0008,1,2,34.12071759259259,False,False
p3208,7,p3208_s0008,p3208_s0009,2,1,20.27340277777778,False,False
p3208,8,p3208_s0009,p3208_s0010,1,2,51.536875,False,False
p3209,0,p3209_s0001,p3209_s0002,0,1,0.7571643518518518,False,False
p3209,1,p3209_s0002,p3209_s0003,1,3,6.19587962962963,False,False
p3209,2,p3209_s0003,p3209_s0004,3,2,1.0506597222222223,True,False
p3209,3,p3209_s0004,p3209_s0005,2,1,0.575162037037037,True,False
p3209,4,p3209_s0005,p3209_s0006,1,2,0.018078703703703704,True,False
p3209,5,p3209_s0006,p3209_s0007,2,1,0.06275462962962963,True,False
p3209,6,p3209_s0007,p3209_s0008,1,1,0.18677083333333333,True,False
p3209,7,p3209_s0008,p3209_s0009,1,1,0.4608333333333333,True,False
p3209,8,p3209_s0009,p3209_s0010,1,1,0.12349537037037037,True,False
p3209,9,p3209_s0010,p3209_s0011,1,2,0.07524305555555555,True,False
p3209,10,p3209_s0011,p3209_s0012,2,1,0.7635069444444444,True,False
p3209,11,p3209_s0012,p3209_s0013,1,1,0.09408564814814815,True,False
p3209,12,p3209_s0013,p3209_s0014,1,2,0.09767361111111111,True,False
p3209,13,p3209_s0014,p3209_s0015,2,1,0.6719444444444445,True,False
p3209,14,p3209_s0015,p3209_s0016,1,1,0.15079861111111112,True,False
p3209,15,p3209_s0016,p3209_s0017,1,2,1.0365856481481481,True,False
p3209,16,p3209_s0017,p3209_s0018,2,2,1.0883680555555555,True,False
p3209,17,p3209_s0018,p3209_s0019,2,2,0.9763310185185186,False,False
p3209,18,p3209_s0019,p3209_s0020,2,2,1.0224652777777778,False,False
p3209,19,p3209_s0020,p3209_s0021,2,1,0.5630787037037037,False,False
p3209,20,p3209_s0021,p3209_s0022,1,1,1.0239236111111112,False,False
p3209,21,p3209_s0022,p3209_s0023,1,2,0.10530092592592592,False,False
p3209,22,p3209_s0023,p3209_s0024,2,1,0.18421296296296297,False,False
p3209,23,p3209_s0024,p3209_s0025,1,3,0.5799189814814815,False,False
p3209,24,p3209_s0025,p3209_s0026,3,1,0.22060185185185185,False,False
p3209,25,p3209_s0026,p3209_s0027,1,4,0.5955671296296297,False,False
p3209,26,p3209_s0027,p3209_s0028,4,1,0.0440162037037037,False,False
p3209,27,p3209_s0028,p3209_s0029,1,1,0.4114351851851852,False,False
p3209,28,p3209_s0029,p3209_s0030,1,2,1.4868402777777778,False,False
p3209,29,p3209_s0030,p3209_s0031,2,2,2.0963425925925927,False,False
p3209,30,p3209_s0031,p3209_s0032,2,1,1.9436226851851852,False,False
p3209,31,p3209_s0032,p3209_s0033,1,2,0.8953125,False,False
p3209,32,p3209_s0033,p3209_s0034,2,2,1.3945717592592592,False,False
p3209,33,p3209_s0034,p3209_s0035,2,2,1.6331597222222223,False,False
p3209,34,p3209_s0035,p3209_s0036,2,2,0.005833333333333334,False,False
p3209,35,p3209_s0036,p3209_s0037,2,2,1.266851851851852,False,False
p3209,36,p3209_s0037,p3209_s0038,2,1,0.01972222222222222,False,False
p3209,37,p3209_s0038,p3209_s0039,1,2,0.556886574074074,False,False
p3209,38,p3209_s0039,p3209_s0040,2,1,1.2593981481481482,False,False
p3209,39,p3209_s0040,p3209_s0041,1,1,0.18914351851851852,False,False
p3209,40,p3209_s0041,p3209_s0042,1,1,0.43123842592592593,False,False
p3209,41,p3209_s0042,p3209_s0043,1,2,0.2901736111111111,False,False
p3209,42,p3209_s0043,p3209_s0044,2,2,1.083287037037037,False,False
p3209,43,p3209_s0044,p3209_s0045,2,2,2.708101851851852,False,False
p3209,44,p3209_s0045,p3209_s0046,2,4,0.2997337962962963,False,False
p321,0,p321_s0001,p321_s0002,0,1,16.69267361111111,False,False
p321,1,p321_s0002,p321_s0003,1,1,3.3357060185185183,False,False
p321,2,p321_s0003,p321_s0004,1,1,0.9897453703703704,False,False
p321,3,p321_s0004,p321_s0005,1,2,1.5445949074074075,False,False
p321,4,p321_s0005,p321_s0006,2,1,0.00017361111111111112,False,False
p321,5,p321_s0006,p321_s0007,1,4,0.15274305555555556,False,False
p321,6,p321_s0007,p321_s0008,4,2,0.04673611111111111,False,False
p321,7,p321_s0008,p321_s0009,2,1,0.48422453703703705,False,False
p321,8,p321_s0009,p321_s0010,1,1,0.030381944444444444,False,False
p321,9,p321_s0010,p321_s0011,1,1,112.12252314814815,False,False
p321,10,p321_s0011,p321_s0012,1,2,19.825682870370372,False,False
p321,11,p321_s0012,p321_s0013,2,2,0.17532407407407408,False,False
p3210,0,p3210_s0001,p3210_s0002,0,1,3.766284722222222,False,False
p3210,1,p3210_s0002,p3210_s0003,1,4,49.08996527777778,False,False
p3211,0,p3211_s0001,p3211_s0002,3,1,0.7177199074074074,False,False
p3211,1,p3211_s0002,p3211_s0003,1,1,0.2293287037037037,False,False
p3211,2,p3211_s0003,p3211_s0004,1,1,0.7324421296296296,False,False
p3211,3,p3211_s0004,p3211_s0005,1,4,0.8452662037037038,False,False
p3211,4,p3211_s0005,p3211_s0006,4,1,0.003703703703703704,False,False
p3211,5,p3211_s0006,p3211_s0007,1,2,2.035474537037037,False,False
p3211,6,p3211_s0007,p3211_s0008,2,4,3.1236342592592594,False,False
p3211,7,p3211_s0008,p3211_s0009,4,1,6.907546296296296,False,False
p3211,8,p3211_s0009,p3211_s0010,1,1,0.7066782407407407,False,False
p3211,9,p3211_s0010,p3211_s0011,1,1,0.04369212962962963,False,False
p3211,10,p3211_s0011,p3211_s0012,1,4,0.6653819444444444,False,False
p3211,11,p3211_s0012,p3211_s0013,4,1,0.0017476851851851852,False,False
p3211,12,p3211_s0013,p3211_s0014,1,3,0.006030092592592593,False,False
p3211,13,p3211_s0014,p3211_s0015,3,1,0.050625,False,False
p3211,14,p3211_s0015,p3211_s0016,1,4,0.7378703703703704,False,False
p3211,15,p3211_s0016,p3211_s0017,4,1,0.0003125,False,False
p3211,16,p3211_s0017,p3211_s0018,1,1,0.08061342592592592,False,False
p3211,17,p3211_s0018,p3211_s0019,1,1,2.1510300925925927,False,False
p3211,18,p3211_s0019,p3211_s0020,1,2,0.7363310185185186,False,False
p3212,0,p3212_s0001,p3212_s0002,0,2,0.6097106481481481,False,False
p3212,1,p3212_s0002,p3212_s0003,2,1,2.027083333333333,False,False
p3212,2,p3212_s0003,p3212_s0004,1,2,1.8184143518518519,False,False
p3212,3,p3212_s0004,p3212_s0005,2,1,15.446319444444445,False,False
p3212,4,p3212_s0005,p3212_s0006,1,2,0.6545717592592593,False,False
p3213,0,p3213_s0001,p3213_s0002,2,1,1.9628587962962962,False,False
p3213,1,p3213_s0002,p3213_s0003,1,2,31.191041666666667,False,False
p3213,2,p3213_s0003,p3213_s0004,2,2,31.651284722222222,False,False
p3214,0,p3214_s0001,p3214_s0002,0,2,1.8596527777777778,False,False
p3214,1,p3214_s0002,p3214_s0003,2,1,99.8415162037037,False,False
p3214,2,p3214_s0003,p3214_s0004,1,1,7.728055555555556,False,False
p3214,3,p3214_s0004,p3214_s0005,1,2,9.153819444444444,False,False
p3214,4,p3214_s0005,p3214_s0006,2,4,3.949340277777778,False,False
p3214,5,p3214_s0006,p3214_s0007,4,4,0.00024305555555555555,False,False
p3217,0,p3217_s0001,p3217_s0002,0,1,0.0858912037037037,False,False
p3217,1,p3217_s0002,p3217_s0003,1,1,0.6483101851851852,False,False
p3217,2,p3217_s0003,p3217_s0004,1,1,0.9328356481481481,False,False
p3217,3,p3217_s0004,p3217_s0005,1,1,0.768425925925926,False,False
p322,0,p322_s0001,p322_s0002,0,2,0.39359953703703704,True,False
p322,1,p322_s0002,p322_s0003,2,1,2.9457291666666667,True,False
p3220,0,p3220_s0001,p3220_s0002,0,1,0.9324537037037037,False,False
p3220,1,p3220_s0002,p3220_s0003,1,1,1.6545254629629629,False,False
p3220,2,p3220_s0003,p3220_s0004,1,1,5.063634259259259,False,False
p3220,3,p3220_s0004,p3220_s0005,1,1,0.913599537037037,False,False
p3220,4,p3220_s0005,p3220_s0006,1,1,0.7074768518518518,False,False
p3220,5,p3220_s0006,p3220_s0007,1,1,0.6335879629629629,False,False
p3220,6,p3220_s0007,p3220_s0008,1,1,0.3228125,False,False
p3220,7,p3220_s0008,p3220_s0009,1,1,1.8988773148148148,False,False
p3220,8,p3220_s0009,p3220_s0010,1,1,0.4962152777777778,False,False
p3220,9,p3220_s0010,p3220_s0011,1,1,3.141840277777778,False,False
p3220,10,p3220_s0011,p3220_s0012,1,1,2.1171875,False,False
p3220,11,p3220_s0012,p3220_s0013,1,2,20.607939814814817,False,False
p3220,12,p3220_s0013,p3220_s0014,2,1,64.22810185185185,False,False
p3220,13,p3220_s0014,p3220_s0015,1,4,59.57,False,False
p3220,14,p3220_s0015,p3220_s0016,4,4,0.0008449074074074074,True,False
p3220,15,p3220_s0016,p3220_s0017,4,4,0.0043518518518518515,True,False
p3221,0,p3221_s0001,p3221_s0002,2,1,18.847291666666667,False,False
p3221,1,p3221_s0002,p3221_s0003,1,2,0.9629282407407408,False,False
p3221,2,p3221_s0003,p3221_s0004,2,1,0.8829166666666667,False,False
p3221,3,p3221_s0004,p3221_s0005,1,3,2.1634837962962963,False,False
p3221,4,p3221_s0005,p3221_s0006,3,1,42.66096064814815,False,False
p3221,5,p3221_s0006,p3221_s0007,1,2,117.23910879629629,False,False
p3221,6,p3221_s0007,p3221_s0008,2,2,19.82550925925926,False,False
p3222,0,p3222_s0001,p3222_s0002,0,1,0.29756944444444444,False,False
p3222,1,p3222_s0002,p3222_s0003,1,1,0.11038194444444445,False,False
p3222,2,p3222_s0003,p3222_s0004,1,1,0.11773148148148148,False,False
p3222,3,p3222_s0004,p3222_s0005,1,2,0.08081018518518518,False,False
p3222,4,p3222_s0005,p3222_s0006,2,1,0.1528935185185185,False,False
p3222,5,p3222_s0006,p3222_s0007,1,1,0.3596759259259259,False,False
p3222,6,p3222_s0007,p3222_s0008,1,1,0.2861111111111111,False,False
p3222,7,p3222_s0008,p3222_s0009,1,1,0.12274305555555555,False,False
p3222,8,p3222_s0009,p3222_s0010,1,2,0.13633101851851853,False,False
p3222,9,p3222_s0010,p3222_s0011,2,2,0.04702546296296296,False,False
p3222,10,p3222_s0011,p3222_s0012,2,3,0.11527777777777778,False,False
p3222,11,p3222_s0012,p3222_s0013,3,2,0.23577546296296295,False,False
p3222,12,p3222_s0013,p3222_s0014,2,2,0.40520833333333334,False,False
p3222,13,p3222_s0014,p3222_s0015,2,4,0.13258101851851853,False,False
p3222,14,p3222_s0015,p3222_s0016,4,1,1.7489930555555555,False,False
p3222,15,p3222_s0016,p3222_s0017,1,2,0.1814814814814815,False,False
p3222,16,p3222_s0017,p3222_s0018,2,1,0.22277777777777777,False,False
p3222,17,p3222_s0018,p3222_s0019,1,2,0.16011574074074075,False,False
p3222,18,p3222_s0019,p3222_s0020,2,1,0.31364583333333335,False,False
p3222,19,p3222_s0020,p3222_s0021,1,3,2.5861689814814817,False,False
p3222,20,p3222_s0021,p3222_s0022,3,2,0.02309027777777778,False,False
p3222,21,p3222_s0022,p3222_s0023,2,2,0.3073263888888889,False,False
p3222,22,p3222_s0023,p3222_s0024,2,3,0.2450462962962963,False,False
p3222,23,p3222_s0024,p3222_s0025,3,3,0.07013888888888889,False,False
p3222,24,p3222_s0025,p3222_s0026,3,4,0.00028935185185185184,False,False
p3223,0,p3223_s0001,p3223_s0002,0,3,0.8392824074074074,False,False
p3223,1,p3223_s0002,p3223_s0003,3,1,0.8369791666666667,False,False
p3223,2,p3223_s0003,p3223_s0004,1,1,0.8649421296296296,False,False
p3223,3,p3223_s0004,p3223_s0005,1,2,2.0028819444444443,False,False
p3223,4,p3223_s0005,p3223_s0006,2,1,13.03673611111111,False,False
